protocol,n,n_studies,physical_macroF1,learned_XGB_macroF1,advantage_macroF1,physical_MCC,learned_XGB_MCC,advantage_CI95_lo,advantage_CI95_hi
V0_random,646,10,0.2992010066058509,0.8357068625016962,0.5365058558958453,0.10601183088793657,0.7654569411735245,0.46845531963621767,0.5928512368019018
V1_by_study,646,10,0.2581107451710751,0.3765247288136637,0.11841398364258865,0.060694452367066984,0.17648211934710817,0.038755685315870536,0.25623110621844836
